memberId	residentialState	branch	annualIncome	yearsEmployment	homeOwnership	incomeVerified	creditScore	dtiRatio	revolvingBalance	revolvingUtilizationRate	numDelinquency2Years	numDerogatoryRec	numInquiries6Mon	lengthCreditHistory	numOpenCreditLines	numTotalCreditLines	numChargeoff1year
59994	FL	Miami	80570.96917	2-5 years	own	1	791	36.06021361	130189.8841	45.43525596	0	1	0	12	13	13	0
60018	CA	San Jose	70974.78472	6-9 years	mortgage	0	571	26.59533907	146883.1927	48.85616926	0	0	0	7	5	10	0
60022	DC	Washington															
60047	SD	Rapid City	67259.05297	1 year	own	1	678	18.58719819	91744.94327	59.43704854	0	1	5	27	12	18	0
60049	MI	Detroit	73302.20803	1 year	own	1	719	31.50977958	157906.7234	53.22928312	0	0	9	21	15	15	0
60071	OK	Oklahoma City	82722.5271	1 year	mortgage	0	684	34.69404421	196685.2075	58.65949726	0	0	0	17	12	14	0
60079	LA	New Orleans	81671.52129	6-9 years	rent	0	796	19.40158106	96219.913	46.48087762	0	0	0	2	12	14	0
60105	FL	Miami	106205.4118	2-5 years	mortgage	0	627	25.59543776	144451.7146	49.22654595	1	4	0	17	9	13	1
60106	WA	Seattle	85035.67798	6-9 years	own	1	666	27.52363995	138878.6242	77.44787425	9	11	0	6	15	18	7
60143	FL	Miami	85643.77582	2-5 years	rent	1	653	30.31529153	140060.1911	45.02022122	3	0	6	6	11	16	2
60154	ND	Bismarck	94028.29299	2-5 years	mortgage	1	621	24.25695908	135430.2416	49.19479103	4	6	0	13	12	19	2
60161	TN	Memphis	65846.67518	2-5 years	own	1	898	29.36035844	169384.1885	59.32190394	0	7	0	18	12	16	0
60162	MI	Detroit	97579.92978	1 year	mortgage	0	703	25.91174419	200210.9182	74.42890002	0	0	9	7	9	16	0
60172	SC	Columbia	79429.21357	10+ years	rent	1	663	23.18000272	126841.8521	39.94987288	0	2	0	6	12	16	0
60190	ID	Nampa	100404.89	10+ years	mortgage	1	830	34.98425198	129719.7969	62.87241679	0	0	0	5	9	10	0
60209	DC	Washington															
60215	TN	Nashville	103064.367	< 1 year	rent	0	754	29.41093001	159610.2192	71.55238192	0	0	2	20	7	13	0
60218	ID	Boise	81467.86127	6-9 years	own	0	732	28.74366945	122996.3125	44.05807236	0	0	13	15	24	24	0
60224	NH	Nashua	72900.73982	6-9 years	mortgage	1	689	30.27905106	141230.1867	40.79078922	0	0	0	3	18	21	0
60225	OK	Oklahoma City	99638.78469	< 1 year	mortgage	1	827	32.07651443	105069.9813	79.87444255	1	0	3	5	11	17	1
60226	CA	San Jose	85899.99042	< 1 year	mortgage	0	781	23.05989329	159275.9867	59.49970383	0	0	0	1	11	19	0
60246	FL	Miami	48508.26439	< 1 year	rent	1	691	22.8830835	108268.2663	49.29976558	0	2	1	13	5	8	0
60251	OH	Cleveland	91903.87493	2-5 years	mortgage	1	783	13.68712604	104312.645	60.43078704	0	0	6	9	9	15	0
60254	RI	Cranston	97943.71299	10+ years	mortgage	1	814	38.22905618	90629.6602	51.14542713	0	0	0	5	7	10	0
60268	TX	San Antonio	107126.9557	2-5 years	mortgage	0	813	21.25937317	184899.8928	43.88324772	0	2	0	2	10	16	0
60271	ID	Nampa	79876.7211	2-5 years	own	0	744	10.33076164	113243.743	62.24117221	2	0	1	6	15	18	2
60282	DC	Washington															
60285	NV	Las Vegas	82980.25391	2-5 years	mortgage	1	688	24.29514745	128056.9632	48.59662717	0	0	0	9	13	19	0
60305	NE	Omaha	64046.37519	1 year	mortgage	1	715	15.04707034	145371.8618	49.92148302	0	5	5	2	22	22	0
60308	KS	Wichita	80094.61695	6-9 years	rent	0	739	19.30485106	174658.5156	68.35045896	3	0	2	8	12	21	2
60314	FL	Jacksonville	83746.01485	2-5 years	own	1	739	17.9656635	177937.202	55.26035956	6	0	0	4	8	14	6
60321	FL	Tampa	66839.48869	10+ years	own	1	594	32.80417733	81902.69269	43.62825387	0	2	0	6	14	15	0
60342	OK	Oklahoma City	54866.273	1 year	rent	1	690	18.90674974	136090.1217	55.83654386	0	1	0	17	12	15	0
60363	FL	Miami	69523.80162	< 1 year	rent	0	645	30.67935807	137191.1386	39.13804533	0	1	5	11	15	19	0
60377	MD	Baltimore	35454.57036	1 year	own	1	654	24.69589892	134760.3034	49.99357863	0	7	3	13	14	16	0
60390	NM	Las Cruces	47212.77391	2-5 years	own	0	765	17.51112642	109438.7627	48.13632821	0	3	0	7	9	14	0
60395	DC	Washington															
60396	MI	Detroit	61543.98089	6-9 years	own	0	607	28.12187571	153542.0009	69.67445638	0	2	0	4	13	17	0
60409	OR	Eugene	76243.63879	10+ years	rent	1	737	25.91310261	35424.77239	46.73511247	3	1	0	24	18	21	2
60419	NE	Lincoln	49784.3042	10+ years	rent	0	695	30.94844689	102481.5941	21.35027158	0	0	0	7	10	16	0
60422	WI	Madison	82545.19577	2-5 years	rent	1	679	23.23445409	119340.1107	70.68790445	0	0	3	16	7	9	0
60424	NY	Buffalo	110731.2202	10+ years	mortgage	1	806	24.3278741	119119.6779	23.35376519	0	0	0	6	19	22	0
60427	OK	Tulsa	75781.60283	10+ years	mortgage	1	807	10.84668525	120346.4244	56.72675525	0	0	8	9	18	20	0
60428	MO	Kansas City	90849.66306	2-5 years	mortgage	1	695	29.56761593	149440.2834	57.93425991	0	1	0	2	7	10	0
60438	FL	Jacksonville	111644.7638	2-5 years	rent	0	606	28.40608463	85479.48444	64.8287877	0	0	11	37	12	20	0
60441	ID	Nampa	75834.52377	2-5 years	mortgage	1	803	33.77045428	125769.9401	43.97978776	0	0	0	17	11	16	0
60444	WY	Casper	87588.37507	1 year	own	0	600	45.49639689	159728.3147	64.62204562	0	0	3	7	15	18	0
60499	CA	Los Angeles	98289.83505	2-5 years	own	1	732	17.07563259	135846.2513	46.84847395	0	0	8	2	7	12	0
60507	NC	Raleigh	73315.3206	< 1 year	own	0	699	28.29005188	96398.17761	77.83745879	0	0	13	5	11	14	0
60520	CA	Los Angeles	115709.1275	10+ years	mortgage	1	800	17.05412538	132228.6868	46.26283972	0	0	0	2	10	18	0
60522	ID	Nampa	103994.8284	< 1 year	mortgage	1	750	32.74015813	184671.0982	67.94113348	0	4	2	6	10	17	0
60563	MA	Boston	101685.7001	10+ years	mortgage	1	798	30.61054225	108097.8581	61.83243716	0	0	3	7	14	15	0
60587	CT	New Haven	70874.8927	10+ years	mortgage	1	773	28.65561492	120953.8362	30.38899621	0	0	3	5	12	16	0
60592	MI	Grand Rapids	56707.70377	< 1 year	own	0	642	27.1349216	104425.4438	55.97693906	0	0	0	21	12	14	0
60601	WY	Cheyenne	40731.32278	2-5 years	own	0	604	22.08860001	155877.6049	58.98491213	0	0	5	4	7	9	0
60604	TX	San Antonio	102289.1511	6-9 years	mortgage	0	756	24.20685309	90157.99148	59.20626137	0	0	0	11	18	18	0
60606	MN	Minneapolis	94815.47806	2-5 years	mortgage	1	742	27.55750416	143374.3055	66.53993173	0	3	0	24	5	7	0
60609	MA	Boston	85040.85674	1 year	own	1	776	20.70295926	158973.1204	27.96842424	0	0	0	14	6	12	0
60618	FL	Miami	41030.47713	1 year	mortgage	0	721	18.74183109	106382.4917	61.65771461	0	1	1	18	11	13	0
60624	NV	Las Vegas	30682.69989	< 1 year	own	1	811	23.28239873	139038.3906	35.90480176	0	0	0	2	5	7	0
60631	WA	Spokane	89253.29954	10+ years	mortgage	1	858	27.02334749	99551.24649	53.84662949	0	0	0	30	12	13	0
60641	CA	San Diego	101717.4898	10+ years	mortgage	0	787	21.8851504	106307.2018	49.39115168	0	0	0	3	10	11	0
60657	WA	Seattle	81634.0217	6-9 years	mortgage	1	789	25.67225333	143319.0984	62.15859368	0	5	0	13	12	14	0
60662	FL	Tampa	27648.81218	2-5 years	mortgage	0	600	24.32842846	74009.0521	42.77281942	0	2	0	10	14	20	0
60673	TN	Nashville	59188.05682	1 year	rent	1	684	27.9577334	116075.2047	66.99363424	0	0	3	3	9	11	0
60682	VT	Burlington	72181.07702	1 year	own	0	714	22.09339467	80668.78521	73.70368339	0	0	0	29	11	15	0
60696	RI	Warwick	70976.03897	2-5 years	rent	1	712	27.05512785	141632.3197	54.59427912	0	0	0	8	18	23	0
60705	CA	Los Angeles	77813.66778	< 1 year	own	1	726	34.10532678	140601.1133	33.18539055	0	4	3	2	16	28	0
60709	IL	Chicago	84917.52003	< 1 year	rent	1	694	30.02227465	148978.5593	43.29229728	0	0	0	5	14	14	0
60716	TX	Dallas	56189.11936	1 year	rent	1	691	31.95119489	182309.7654	84.55606034	0	1	3	39	5	8	0
60720	MT	Billings	67284.77841	10+ years	mortgage	1	642	29.59928507	167004.9188	65.47749937	0	0	0	19	6	12	0
60723	CA	Los Angeles	99293.06644	1 year	own	1	790	28.51008711	124207.9434	47.40745969	0	1	1	26	16	19	0
60727	CA	San Jose	72555.81332	< 1 year	own	1	741	18.34638706	80407.11617	46.25970298	0	0	0	9	6	12	0
60736	WI	Milwaukee	64715.1598	< 1 year	rent	1	764	15.8135344	92918.12983	34.44427225	1	0	5	4	12	12	1
60742	NH	Nashua	74842.72763	< 1 year	own	0	712	15.47032365	152034.3687	62.42258037	4	0	11	12	16	21	4
60747	OK	Oklahoma City	76199.13573	2-5 years	mortgage	0	754	24.56299325	98639.48987	55.65166665	0	0	2	25	17	21	0
60749	WA	Seattle	74581.71536	10+ years	mortgage	1	798	15.36798103	168623.4656	47.00406268	0	5	0	10	13	14	0
60754	KY	Lexington	69318.75721	1 year	rent	0	730	29.1131452	117263.515	62.67014884	0	0	2	13	15	18	0
60756	KS	Overland Park	73158.41296	2-5 years	mortgage	1	768	29.74778842	85255.62766	73.03703248	0	0	4	26	11	18	0
60759	WA	Spokane	98701.96894	6-9 years	mortgage	1	757	26.92404617	161712.0616	82.12891335	0	0	0	5	11	15	0
60771	LA	New Orleans	66258.74725	< 1 year	rent	1	708	26.51872389	162918.7252	55.67278474	4	0	0	14	11	14	4
60776	NV	Las Vegas	112900.3239	6-9 years	mortgage	1	787	21.30864611	113558.2585	48.87099331	0	1	0	6	13	13	0
60795	NH	Nashua	54378.11003	< 1 year	rent	1	675	21.59047841	106171.5389	56.94687833	4	0	8	6	7	13	3
60800	FL	Miami	82929.16523	2-5 years	mortgage	1	747	27.50448872	92423.14998	56.8210731	1	0	0	6	11	13	1
60807	AZ	Phoenix	76959.9093	1 year	rent	0	772	12.71409167	108708.1322	38.33010548	0	0	11	10	11	13	0
60816	CA	San Diego	82585.62926	< 1 year	mortgage	1	843	18.38291348	92529.68584	66.93635242	0	0	9	4	15	15	0
60830	MI	Detroit	80186.41926	< 1 year	rent	1	614	28.21374517	127789.3475	63.93963812	6	0	0	31	8	14	3
60835	WA	Seattle	78324.6047	6-9 years	mortgage	1	708	22.8189857	80616.4895	39.7513504	0	0	0	6	18	20	0
60837	GA	Atlanta	62622.66735	2-5 years	rent	0	857	11.66629613	124719.4657	45.61612499	0	3	0	9	12	15	0
60881	DC	Washington															
60896	AL	Montgomery	41053.81852	< 1 year	own	1	712	33.07999696	122153	42.40504238	0	0	9	6	14	19	0
60898	MO	Saint Louis	102909.4432	10+ years	mortgage	1	708	35.30411786	147684.3573	56.31335195	0	0	0	21	5	8	0
60899	RI	Providence	108758.7454	10+ years	mortgage	0	734	27.48618018	146998.6473	62.53314335	4	3	0	16	13	17	2
60905	IL	Aurora	88737.31662	10+ years	rent	0	697	27.82406448	97865.83263	55.26861378	0	0	0	11	17	18	0
60908	MS	Gulfport	84620.9618	< 1 year	own	0	757	25.75466308	184356.4568	56.00597416	0	1	2	25	10	18	0
60918	MA	Boston	63162.73126	10+ years	mortgage	1	630	40.10697435	59766.01481	29.18188214	0	0	10	9	15	22	0
60923	WV	Charleston	61507.60093	6-9 years	rent	1	733	30.20094683	148847.3951	48.40215568	0	0	0	14	20	22	0
60926	VA	Virginia Beach	94111.63676	1 year	rent	1	697	31.53344295	139615.1676	53.78021803	0	0	0	12	8	12	0
60928	KY	Louisville	82606.40917	6-9 years	mortgage	1	798	11.7162044	79485.52438	78.21460664	0	0	0	16	13	18	0
60938	OR	Eugene	75505.35149	2-5 years	mortgage	0	659	35.81127574	90663.10102	57.33174444	0	0	12	19	18	20	0
60943	LA	New Orleans	64523.2934	< 1 year	rent	1	850	24.78153094	105541.7958	42.99703822	0	5	11	1	10	16	0
60957	CO	Colorado Springs	93679.85647	2-5 years	rent	1	651	15.98041987	103508.0839	73.44894571	3	1	4	3	12	14	3
60960	RI	Cranston	108724.2468	2-5 years	mortgage	0	679	22.71411571	160560.3996	58.3225566	2	1	8	16	5	9	2
60961	MT	Missoula	70634.89408	1 year	rent	1	661	19.10452751	116519.4397	41.69631736	0	0	1	7	9	14	0
60966	MD	Baltimore	65816.97805	2-5 years	own	1	633	21.29881255	95692.93856	78.86746354	0	5	0	3	9	12	0
60976	WA	Seattle	55920.2864	6-9 years	rent	0	630	29.95154762	165980.7353	51.06363147	0	0	10	16	14	24	0
60977	FL	Miami	81492.26836	2-5 years	mortgage	0	702	27.89429572	112227.916	40.89475334	0	0	1	8	8	14	0
60986	FL	Jacksonville	93732.57673	< 1 year	own	1	703	26.42542969	174100.0767	64.20862947	0	0	0	26	20	22	0
60994	RI	Providence	78591.16033	1 year	own	1	780	22.00410417	174147.3516	48.14662048	0	3	5	16	13	17	0
61028	VT	South Burlington	93450.61203	6-9 years	rent	1	669	33.70634846	167011.6925	61.00724186	0	0	4	6	10	15	0
61045	TX	Houston	91534.4414	6-9 years	mortgage	0	749	28.64580907	148150.2383	45.76587048	0	2	0	7	12	17	0
61053	CA	Los Angeles	93944.52465	2-5 years	mortgage	1	770	26.21119824	136227.0454	71.76304971	0	0	0	4	9	12	0
61058	KS	Overland Park	83896.45827	2-5 years	own	1	909	18.67259127	180217.5503	55.38870954	0	0	6	21	8	14	0
61083	RI	Providence	99911.6451	1 year	mortgage	1	726	36.14402408	141807.5127	33.05227428	0	0	2	13	4	6	0
61104	OR	Portland	81242.05557	< 1 year	rent	1	691	29.75691683	154982.4486	67.80644689	0	0	6	19	21	22	0
61134	NE	Lincoln	70297.18594	< 1 year	mortgage	1	753	25.29177276	176807.8911	65.28663	0	0	4	13	8	10	0
61138	KY	Lexington	74562.63357	6-9 years	mortgage	0	827	26.77985781	142008.5404	83.38554617	0	0	0	21	11	16	0
61146	TX	San Antonio	75244.44231	6-9 years	rent	1	809	32.95556404	142399.2376	57.84486318	1	2	0	28	13	16	1
61155	CO	Denver	94430.5205	< 1 year	own	1	670	30.03604353	127973.4598	48.44056287	0	3	0	20	10	12	0
61162	KY	Louisville	108057.6715	2-5 years	own	1	792	37.58190621	118066.2503	23.59779705	0	0	0	8	8	15	0
61169	NY	Buffalo	97534.5878	10+ years	mortgage	1	659	28.73511634	134412.0038	56.33868638	0	0	2	10	18	24	0
61179	NM	Albuquerque	73953.59866	6-9 years	mortgage	1	659	30.63690143	126979.8329	50.24579291	0	0	3	2	15	16	0
61184	SD	Sioux Falls	87702.07365	< 1 year	rent	0	720	34.029098	109277.4101	47.04214043	0	0	6	25	8	13	0
61195	NV	Las Vegas	80404.17858	10+ years	rent	0	666	16.80875847	168576.0727	42.1355131	0	0	1	4	7	12	0
61198	PA	Philadelphia	51192.14598	< 1 year	rent	1	633	29.19309311	130125.034	40.74273734	0	0	4	3	6	11	0
61200	NV	Reno	80086.74953	6-9 years	mortgage	1	705	20.48489527	135185.9688	45.57442705	8	0	0	20	20	21	7
61209	WY	Cheyenne	83362.01694	< 1 year	own	1	707	29.7478583	159465.4611	56.91457148	0	2	0	13	11	13	0
61212	RI	Providence	89233.70083	6-9 years	rent	1	786	21.94906534	102100.1025	49.18844482	0	0	0	9	18	19	0
61219	MT	Missoula	74158.06565	10+ years	rent	1	696	29.10990498	109136.5838	41.89616341	0	0	0	4	14	16	0
61224	WA	Tacoma	89822.53764	1 year	mortgage	0	712	31.59640332	141408.8281	46.72399354	0	0	0	19	16	20	0
61242	UT	West Valley City	58423.23005	< 1 year	own	1	734	31.82311684	156530.0575	70.03995509	0	1	6	2	13	13	0
61272	TX	Houston	76770.73996	2-5 years	mortgage	1	590	18.70530473	105217.6949	36.25818831	10	0	0	2	15	17	7
61297	MT	Missoula	31722.18535	1 year	own	1	730	12.43123517	120020.2453	51.4188097	0	0	0	12	5	9	0
61300	WI	Milwaukee	60783.60201	2-5 years	rent	1	877	24.97782268	125390.9336	54.0047904	0	0	0	28	9	15	0
61315	WA	Spokane	46223.78383	< 1 year	own	0	624	14.39249331	103849.9047	44.09982647	6	0	0	4	11	19	5
61336	TX	Dallas	91653.27356	10+ years	mortgage	1	829	25.83463483	161977.4782	83.34579771	0	1	0	13	13	18	0
61347	TX	Dallas	56853.80425	10+ years	mortgage	1	602	23.37855751	117698.7448	42.20191336	0	0	4	8	9	11	0
61353	AZ	Tucson	72306.69809	1 year	mortgage	1	628	29.4140608	141004.3416	44.51790519	0	2	0	3	10	14	0
61369	KY	Louisville	75584.27789	2-5 years	mortgage	1	726	29.51161744	128742.113	51.3336184	0	0	0	16	11	18	0
61371	WA	Seattle	82149.42864	< 1 year	own	1	681	33.15499125	129816.6679	58.81495142	7	0	0	3	10	15	5
61372	NY	Buffalo	84832.67526	6-9 years	own	1	748	23.52284233	144561.1612	38.36027115	4	0	6	18	14	17	3
61383	FL	Jacksonville	52781.27137	< 1 year	own	1	671	27.05259363	131373.97	54.79471721	0	0	6	13	9	16	0
61407	WA	Spokane	49403.20758	1 year	mortgage	1	616	18.99526294	116239.736	70.8680408	1	0	0	4	9	13	1
61408	AZ	Tucson	90257.09014	6-9 years	own	1	707	13.44745564	142588.2524	52.44898873	10	4	0	10	6	9	10
61414	FL	Miami	73162.3628	2-5 years	rent	1	888	18.88807873	128976.2936	66.37973915	0	0	0	2	11	15	0
61419	IN	Fort Wayne	77182.27846	6-9 years	mortgage	1	721	25.76083013	120001.6486	49.01340778	0	0	6	6	12	13	0
61469	MS	Gulfport	90610.43318	6-9 years	mortgage	0	705	20.0690177	155028.845	55.6054784	0	0	0	1	9	14	0
61475	WV	Charleston	84945.40102	2-5 years	mortgage	1	681	20.30119675	162258.4777	47.84375431	14	0	2	11	7	12	13
61493	ME	Portland	101943.8154	6-9 years	rent	0	746	22.39608347	139574.3099	70.85617357	0	0	2	10	5	10	0
61496	IN	Indianapolis	108321.1858	1 year	mortgage	1	817	25.10407632	195270.6045	73.8541756	0	0	0	1	8	15	0
61499	FL	Miami	89104.80467	< 1 year	own	0	709	30.76742692	143170.8131	47.84455748	0	1	0	9	10	20	0
61501	IN	Indianapolis	59030.11688	< 1 year	rent	1	653	29.14535889	175654.9903	61.02518235	0	0	0	22	10	14	0
61502	MA	Boston	77020.67149	2-5 years	own	1	730	23.21545045	128853.6864	40.33617591	0	0	0	7	11	13	0
61503	NY	New York City	78982.67859	< 1 year	rent	1	762	21.20258368	75353.92862	73.60004885	0	0	0	5	7	7	0
61509	CA	San Jose	71388.27512	< 1 year	own	1	685	12.58765454	97917.3497	68.81154883	0	0	7	14	20	20	0
61510	WA	Tacoma	65143.43445	< 1 year	mortgage	1	776	20.34948937	122606.302	39.29738753	0	0	4	1	12	13	0
61518	RI	Warwick	110807.0259	10+ years	mortgage	1	762	30.2321609	155241.3371	47.28106068	0	0	0	1	11	17	0
61533	IN	Fort Wayne	82725.70236	10+ years	mortgage	1	632	38.84422364	97009.74736	62.16018165	0	0	9	6	12	15	0
61555	VA	Norfolk	81719.33393	2-5 years	own	1	790	31.66709933	109948.2354	54.76302126	0	0	2	7	3	6	0
61564	MO	Saint Louis	115500.509	< 1 year	mortgage	1	751	12.51606053	175900.947	73.06083751	3	2	0	19	13	18	2
61570	TX	Dallas	92943.11906	10+ years	mortgage	1	812	23.69570685	189121.6361	59.21823183	0	0	0	8	14	19	0
61574	OK	Tulsa	112010.5612	10+ years	mortgage	1	754	28.53654131	118810.7115	51.13147889	0	0	0	21	11	12	0
61584	SD	Sioux Falls	82391.79176	10+ years	rent	1	849	20.98370057	192481.7521	59.79781466	0	1	0	19	11	16	0
61585	OR	Eugene	70361.4852	1 year	mortgage	0	656	23.0783517	159148.6091	81.35327758	0	0	0	14	6	9	0
61600	WV	Huntington	79680.63632	1 year	own	1	732	23.10054245	179964.9985	61.17990782	0	0	2	12	10	17	0
61602	ID	Boise	65936.30352	2-5 years	rent	1	669	28.44409589	116680.9235	83.24618782	8	0	2	23	10	19	7
61625	MS	Jackson	90484.31535	10+ years	own	0	683	30.63288116	124536.2225	45.15507318	0	0	0	15	14	21	0
61652	MI	Grand Rapids	93437.56917	6-9 years	rent	0	570	34.46598841	167525.1963	55.37894911	0	15	0	5	12	13	0
61657	MI	Detroit	67062.58501	1 year	mortgage	0	660	27.38804883	157852.4261	60.94488115	0	0	1	7	14	18	0
61658	IL	Chicago	76058.0124	2-5 years	rent	1	862	25.15045331	121156.6681	19.87000001	0	7	5	1	8	13	0
61662	MI	Grand Rapids	79319.8889	1 year	mortgage	1	702	12.4076388	138197.4209	53.80959482	0	4	0	10	12	14	0
61665	NV	Las Vegas	109895.4747	10+ years	mortgage	1	747	20.35458712	194560.0193	23.54292553	0	0	0	10	13	19	0
61684	ID	Nampa	76275.44257	10+ years	mortgage	1	724	32.2259483	107853.95	57.81782024	0	0	5	15	10	19	0
61712	CA	San Diego	101975.8028	2-5 years	mortgage	0	761	35.82258738	145101.8232	56.5164514	0	0	0	1	8	12	0
61723	NY	Rochester	88715.56768	6-9 years	rent	1	696	24.20058218	90528.86133	59.81430772	1	0	7	30	9	14	1
61725	NJ	Jersey City	79729.6936	2-5 years	mortgage	1	831	20.85813414	147574.4059	58.42639497	0	0	1	1	19	22	0
61744	NE	Lincoln	50944.3825	1 year	own	0	620	19.73557393	138858.8098	56.0931073	0	3	13	1	14	22	0
61745	NY	New York City	74632.08287	6-9 years	mortgage	1	688	34.05758514	133163.3404	69.29827583	4	1	11	3	10	14	2
61754	CA	Los Angeles	92385.08806	6-9 years	mortgage	1	789	26.61026463	169671.9884	48.95472755	0	0	0	5	7	11	0
61777	MD	Baltimore	56048.08968	6-9 years	mortgage	0	701	24.36282624	113412.1316	44.44830414	0	0	7	3	11	12	0
61784	MI	Grand Rapids	61036.02814	< 1 year	own	0	586	39.27381662	125045.1466	57.59715644	4	0	0	7	9	13	2
61788	WA	Seattle	62286.92136	10+ years	own	0	781	23.31780751	110132.3843	51.84474019	0	3	0	6	6	11	0
61795	OH	Columbus	81743.54592	6-9 years	own	0	611	30.00222285	154380.2725	30.52651954	0	0	0	6	10	15	0
61797	NH	Manchester	58321.3128	2-5 years	rent	1	616	25.22670645	138446.346	53.88485552	0	1	0	27	14	14	0
61799	CA	Los Angeles	77963.93613	< 1 year	own	1	836	30.49442526	113379.0006	35.58371462	0	4	0	14	19	20	0
61825	TX	Houston	80841.24731	2-5 years	rent	0	666	27.20695971	134558.9795	73.20739494	0	2	13	18	14	15	0
61838	NY	New York City	60644.71323	2-5 years	rent	0	672	25.86444775	108006.7606	62.19163918	0	0	0	13	9	15	0
61841	TX	San Antonio	92939.30056	6-9 years	own	0	651	26.51409004	127569.3683	58.02176057	2	0	1	6	10	11	2
61842	WA	Tacoma	72207.88672	6-9 years	own	0	702	19.6632552	180426.8697	67.02747556	0	1	0	4	12	16	0
61844	FL	Jacksonville	94670.9667	6-9 years	mortgage	1	782	35.14644411	101849.9415	47.60251889	0	1	0	7	9	13	0
61851	CO	Colorado Springs	65447.39429	1 year	own	1	707	18.53530596	123934.2973	47.778039	0	4	0	11	4	7	0
61853	KS	Wichita	86553.69977	6-9 years	mortgage	1	708	30.78787582	102573.9122	51.70873637	0	4	4	9	9	13	0
61854	NY	New York City	60563.33179	1 year	own	1	694	21.12391847	149521.1149	40.65418844	0	0	2	23	6	11	0
61857	IL	Aurora	90973.16273	1 year	mortgage	0	787	22.06114233	131640.9227	42.52618072	0	0	0	10	12	13	0
61868	OK	Tulsa	92975.87655	6-9 years	own	1	849	26.10521125	137704.6425	42.92176189	0	0	5	12	9	13	0
61871	TX	Dallas	94055.14509	1 year	own	1	644	30.55666886	80028.5442	72.25057384	15	10	0	4	13	16	8
61885	OR	Eugene	75217.30169	10+ years	own	0	671	27.03871231	145713.1393	45.13605149	0	0	10	14	8	13	0
61888	RI	Providence	107916.9211	1 year	mortgage	1	657	28.65380467	145557.2028	73.0697354	2	3	5	30	11	13	2
61894	OH	Cleveland	102044.0343	1 year	rent	1	534	27.11563244	117621.9946	79.18921678	11	3	0	30	15	20	6
61897	MT	Billings	93447.50361	10+ years	mortgage	1	621	20.64848526	161407.412	57.00449742	9	5	0	28	10	18	8
61903	KS	Overland Park	101943.5798	2-5 years	rent	1	689	20.61531804	132708.8739	40.77719924	0	1	0	2	16	20	0
61915	MD	Baltimore	44251.70013	< 1 year	own	1	717	18.93745551	97161.28825	52.07231632	0	0	0	5	7	13	0
61982	WA	Tacoma	112990.8826	10+ years	mortgage	1	679	36.31392711	135903.5161	64.31953156	0	0	1	9	11	13	0
61988	OH	Cleveland	55726.66942	10+ years	mortgage	1	739	19.46637575	144861.3495	47.97564712	0	3	7	22	5	9	0
62005	NJ	Newark	88456.32943	2-5 years	rent	0	791	20.83002557	126801.5739	66.61949554	0	0	9	31	11	14	0
62007	KY	Lexington	56893.00826	10+ years	rent	1	724	20.32743778	107612.1169	34.93621125	4	0	0	15	7	11	3
62008	WY	Cheyenne	51721.17796	< 1 year	own	0	652	21.10436915	136726.1765	45.83561059	2	0	7	4	4	7	2
62010	NC	Raleigh	51290.97263	2-5 years	own	1	661	30.17300556	86926.50688	62.17624623	1	0	4	11	15	16	1
62013	DC	Washington															
62016	DC	Washington															
62019	NY	Rochester	101925.718	2-5 years	mortgage	1	755	44.19937205	141524.4832	53.95377518	0	2	3	14	10	12	0
62030	MS	Gulfport	85234.9849	6-9 years	mortgage	1	797	35.61812898	141376.5617	50.3556077	0	0	0	4	17	20	0
62035	IL	Chicago	68208.42723	2-5 years	own	0	717	15.73814836	107412.9	22.79524072	0	1	3	23	11	17	0
62039	NY	Buffalo	70274.55138	10+ years	rent	0	664	27.7837948	114531.1337	49.32315159	0	0	0	4	12	15	0
62078	NE	Omaha	87192.36619	10+ years	own	1	823	26.33554668	156295.536	71.13876618	0	0	0	2	7	11	0
62081	CT	Bridgeport	51833.66268	< 1 year	own	0	624	22.36846308	139740.7903	57.14154512	0	0	8	1	16	19	0
62085	TN	Memphis	54185.92473	< 1 year	own	0	603	20.12489069	152794.7471	43.40425582	2	2	0	3	9	12	1
62087	UT	Salt Lake City	90856.01312	2-5 years	mortgage	1	821	24.57813378	67804.32923	39.24598006	0	0	0	1	16	25	0
62090	CT	New Haven	92225.02943	6-9 years	rent	0	612	27.37490815	125941.5107	34.01707675	0	0	0	22	9	14	0
62101	NV	Las Vegas	72569.07233	< 1 year	mortgage	0	851	19.25847083	78079.38302	56.30246216	0	0	3	6	15	23	0
62110	SC	Columbia	82002.58013	6-9 years	rent	0	783	17.23948699	106603.1301	49.25408192	0	0	0	13	13	14	0
62119	VT	Burlington	103336.6533	6-9 years	own	0	896	29.08076768	51631.02943	54.66321872	0	0	0	1	13	15	0
62122	WA	Seattle	71779.09542	< 1 year	own	1	621	27.76714191	113919.2706	61.59106357	0	0	3	27	9	10	0
62130	IA	Des Moines	99004.90235	1 year	mortgage	0	628	36.18540513	119447.4582	49.4614019	0	3	0	17	17	17	0
62138	NY	Rochester	81875.50551	6-9 years	mortgage	0	736	25.232682	96560.70702	42.88084169	0	0	0	11	7	11	0
62139	MS	Jackson	107145.9466	2-5 years	mortgage	1	713	26.66241638	147166.3746	63.49299441	3	0	0	5	13	17	3
62151	DE	Wilmington	61484.23782	6-9 years	own	1	720	20.34867495	139158.3138	71.94185343	0	5	1	3	8	9	0
